complaint_text,category,priority
a student was attacked in the hostel corridor and security did nothing please help,Hostel,High
hi students in the common room are very loud and disrespectful to others,Harassment,Low
the bus left students stranded in the rain at night with no communication please look into this,Transport,High
mold is growing on the walls of my hostel room and i have breathing problems please help,Hostel,High
teacher is not available during office hours when students need help i need help with this,Academics / Faculty,Medium
the library notice board is very cluttered and hard to read no one has responded yet,Library,Low
there should be a group discussion room in or near the library kindly resolve this,Library,Low
hi my grade correction request has been pending for over a week,Administration,Medium
the queue system at the canteen is very unorganized it has been ignored for too long,Cafeteria / Food,Low
someone is spreading false rumors about me in the department please look into this,Harassment,Medium
the bus left students stranded in the rain at night with no communication kindly resolve this,Transport,High
there are no anti harassment posters anywhere on campus,Harassment,Low
the portal should have a dark mode option,IT / Portal,Low
it would help to have the cleaning schedule posted in the hostel it has been ignored for too long,Hostel,Low
the mid term results were never announced and exams are next week this needs to be fixed,Academics / Faculty,Medium
it would help to have the cleaning schedule posted in the hostel no one has responded yet,Hostel,Low
i was accused of cheating but i didnt cheat and no investigation was done no one has responded yet,Academics / Faculty,High
